lr-Adam,step,tr_loss,tr_loss_Y,tr_reg_l1,epoch,val_loss,val_loss_Y,val_reg_l1
0.01,0,,,,,,,
,2,0.6987834572792053,0.6965781450271606,0.002205296652391553,0,,,
,5,0.7090937495231628,0.7070209383964539,0.0020728129893541336,0,,,
,8,0.6964690089225769,0.6945209503173828,0.0019480347400531173,0,,,
,11,0.681046724319458,0.6792148351669312,0.0018318734364584088,0,,,
,14,0.7012645602226257,0.6995015144348145,0.0017630255315452814,0,,,
,17,0.6975240111351013,0.695850133895874,0.0016738848062232137,0,,,
,20,0.7071143388748169,0.7055386304855347,0.0015756974462419748,0,,,
,23,0.7015267610549927,0.7000683546066284,0.0014584145974367857,0,,,
,26,0.6758190393447876,0.6744880676269531,0.0013309525093063712,0,,,
,29,0.7020469307899475,0.7008041143417358,0.0012428455520421267,0,,,
,31,,,,0,0.6911773681640625,0.68999183177948,0.001185468747280538
0.01,32,,,,,,,
,32,0.6892585158348083,0.6880730390548706,0.001185468747280538,1,,,
,35,0.7199441194534302,0.7187657952308655,0.0011783397058025002,1,,,
,38,0.6710498332977295,0.6699022054672241,0.0011476194486021996,1,,,
,41,0.6627584099769592,0.6616590619087219,0.0010993373580276966,1,,,
,44,0.6616467237472534,0.6605684757232666,0.0010782284662127495,1,,,
,47,0.7022053599357605,0.7010880708694458,0.0011173090897500515,1,,,
,50,0.6660701632499695,0.6649458408355713,0.0011243249755352736,1,,,
,53,0.6883292198181152,0.6871820092201233,0.001147213508374989,1,,,
,56,0.6969161629676819,0.6957311034202576,0.001185080735012889,1,,,
,59,0.6788207292556763,0.677631139755249,0.001189578790217638,1,,,
,62,0.6668285727500916,0.6656492948532104,0.001179274870082736,1,,,
,63,,,,1,0.6900448799133301,0.6888757348060608,0.0011691730469465256
0.01,64,,,,,,,
,65,0.6750508546829224,0.6738867163658142,0.0011641468154266477,2,,,
,68,0.65859454870224,0.6574282646179199,0.001166267553344369,2,,,
,71,0.6896061301231384,0.6884259581565857,0.0011801909422501922,2,,,
,74,0.6586743593215942,0.657479465007782,0.0011948823230341077,2,,,
,77,0.6978205442428589,0.6965882778167725,0.0012322457041591406,2,,,
,80,0.6806551814079285,0.6793774366378784,0.0012777172960340977,2,,,
,83,0.703300952911377,0.7019838094711304,0.0013171365717425942,2,,,
,86,0.6728695034980774,0.671532392501831,0.0013371045934036374,2,,,
,89,0.6940025687217712,0.6926308870315552,0.0013716712128371,2,,,
,92,0.6644554138183594,0.6630569696426392,0.0013984214747324586,2,,,
,95,0.668221652507782,0.6668015122413635,0.0014201377052813768,2,,,
,95,,,,2,0.6896337866783142,0.6882045269012451,0.0014293602434918284
0.01,96,,,,,,,
,98,0.6635194420814514,0.662077784538269,0.0014416463673114777,3,,,
,101,0.6570461392402649,0.6555752754211426,0.0014708511298522353,3,,,
,104,0.7299429774284363,0.728440523147583,0.0015024358872324228,3,,,
,107,0.6690831780433655,0.667561411857605,0.0015217886539176106,3,,,
,110,0.7009799480438232,0.6994311809539795,0.0015487550990656018,3,,,
,113,0.6778928637504578,0.6763147115707397,0.0015781385591253638,3,,,
,116,0.6110175251960754,0.6094015836715698,0.0016159426886588335,3,,,
,119,0.7058113813400269,0.7041659355163574,0.0016454608412459493,3,,,
,122,0.6587232351303101,0.6570481061935425,0.0016751278890296817,3,,,
,125,0.6699532866477966,0.6682448387145996,0.0017084617866203189,3,,,
,127,,,,3,0.6908318400382996,0.6890910267829895,0.0017407570267096162
0.01,128,,,,,,,
,128,0.6944891810417175,0.6927484273910522,0.0017407570267096162,4,,,
,131,0.6654616594314575,0.6637009382247925,0.0017607365734875202,4,,,
,134,0.6363259553909302,0.6345476508140564,0.0017782974755391479,4,,,
,137,0.6684561371803284,0.6666524410247803,0.0018036706605926156,4,,,
,140,0.7166875004768372,0.7148545980453491,0.0018328920705243945,4,,,
,143,0.6606122255325317,0.6587641835212708,0.0018480501603335142,4,,,
,146,0.6378705501556396,0.6359996199607849,0.0018709320574998856,4,,,
,149,0.5924464464187622,0.590552806854248,0.0018936271080747247,4,,,
,152,0.6424868702888489,0.6405686736106873,0.0019182248506695032,4,,,
,155,0.700412929058075,0.6984657645225525,0.001947159762494266,4,,,
,158,0.7463427782058716,0.7443764209747314,0.0019663700368255377,4,,,
,159,,,,4,0.6915711760520935,0.6895723938941956,0.001998834079131484
0.01,160,,,,,,,
,161,0.6645016670227051,0.6624922156333923,0.0020094362553209066,5,,,
,164,0.6766250133514404,0.6745924949645996,0.002032493706792593,5,,,
,167,0.6693097949028015,0.6672314405441284,0.0020783538930118084,5,,,
,170,0.6883494257926941,0.6862412691116333,0.002108141081407666,5,,,
,173,0.7174986004829407,0.7153735756874084,0.0021250341087579727,5,,,
,176,0.6324450373649597,0.6302997469902039,0.0021453152876347303,5,,,
,179,0.6172537207603455,0.6150777339935303,0.002175979083403945,5,,,
,182,0.6279045343399048,0.6256788372993469,0.0022256786469370127,5,,,
,185,0.6664233207702637,0.6641618609428406,0.0022614398039877415,5,,,
,188,0.669251024723053,0.6669685244560242,0.0022824921179562807,5,,,
,191,0.6236348152160645,0.6213359832763672,0.0022988247219473124,5,,,
,191,,,,5,0.6904757022857666,0.6881686449050903,0.002306969603523612
0.001,192,,,,,,,
,194,0.6126331090927124,0.610325276851654,0.002307820599526167,6,,,
,197,0.6403127908706665,0.6380064487457275,0.0023063612170517445,6,,,
,200,0.6845561265945435,0.6822500824928284,0.0023060329258441925,6,,,
,203,0.6456654667854309,0.6433570981025696,0.0023083756677806377,6,,,
,206,0.6827213168144226,0.6804132461547852,0.002308045979589224,6,,,
,209,0.5924279093742371,0.590119481086731,0.002308417810127139,6,,,
,212,0.7205700874328613,0.7182599902153015,0.0023100876715034246,6,,,
,215,0.7084829211235046,0.7061728239059448,0.002310120966285467,6,,,
,218,0.6913870573043823,0.6890744566917419,0.002312609227374196,6,,,
,221,0.6786440014839172,0.676331102848053,0.0023128846660256386,6,,,
,223,,,,6,0.6907126903533936,0.6883969306945801,0.00231569679453969
0.001,224,,,,,,,
,224,0.6362522840499878,0.6339365839958191,0.00231569679453969,7,,,
,227,0.6542451977729797,0.6519271731376648,0.0023180441930890083,7,,,
,230,0.6599121689796448,0.6575918197631836,0.002320342231541872,7,,,
,233,0.6836082935333252,0.6812862157821655,0.002322095911949873,7,,,
,236,0.6074981689453125,0.6051739454269409,0.002324227709323168,7,,,
,239,0.6201115250587463,0.6177858710289001,0.0023256835993379354,7,,,
,242,0.6849249005317688,0.6825973391532898,0.0023275793064385653,7,,,
,245,0.7223533987998962,0.720024824142456,0.002328587928786874,7,,,
,248,0.6718237996101379,0.6694937944412231,0.0023300121538341045,7,,,
,251,0.6427822709083557,0.6404505968093872,0.002331679919734597,7,,,
,254,0.6724831461906433,0.6701493263244629,0.002333840122446418,7,,,
,255,,,,7,0.6908641457557678,0.688528299331665,0.002335820347070694
0.001,256,,,,,,,
,257,0.652934730052948,0.6505978107452393,0.0023369123227894306,8,,,
,260,0.6843284964561462,0.6819882988929749,0.002340220147743821,8,,,
,263,0.6697677969932556,0.6674256920814514,0.002342075342312455,8,,,
,266,0.726240873336792,0.7238973379135132,0.002343550091609359,8,,,
,269,0.617250382900238,0.6149044036865234,0.0023460022639483213,8,,,
,272,0.7044287919998169,0.7020803689956665,0.002348449546843767,8,,,
,275,0.6765937209129333,0.6742430925369263,0.002350627677515149,8,,,
,278,0.6549409627914429,0.6525883078575134,0.0023526372388005257,8,,,
,281,0.701155960559845,0.6988005638122559,0.0023553776554763317,8,,,
,284,0.611936092376709,0.609578013420105,0.0023580805864185095,8,,,
,287,0.700556755065918,0.6981961131095886,0.002360616810619831,8,,,
,287,,,,8,0.6911063194274902,0.6887453198432922,0.0023611292708665133
0.001,288,,,,,,,
,290,0.6535733938217163,0.6512106657028198,0.0023627409245818853,9,,,
,293,0.6148270964622498,0.6124628782272339,0.0023641895968466997,9,,,
,296,0.6233229041099548,0.6209553480148315,0.0023675458505749702,9,,,
,299,0.681564211845398,0.6791936159133911,0.0023705915082246065,9,,,
,302,0.5975525379180908,0.5951786637306213,0.0023739002645015717,9,,,
,305,0.7014831900596619,0.6991057395935059,0.0023774534929543734,9,,,
,308,0.6971885561943054,0.6948086619377136,0.0023798728361725807,9,,,
,311,0.6610929369926453,0.6587098836898804,0.0023830742575228214,9,,,
,314,0.6735860705375671,0.6712005734443665,0.00238549942150712,9,,,
,317,0.671434760093689,0.6690478324890137,0.0023869010619819164,9,,,
,319,,,,9,0.6909425854682922,0.6885539293289185,0.0023886056151241064
